stem,source_format,stat_type,gov_org,cell,rule_id,n_tables,n_tables_pass,n_tables_fail,n_tables_abstain,file_state,c1_passed,c1_skipped
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-10,3,3,0,0,pass,True,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-11,3,2,1,0,fail,False,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-12,3,3,0,0,pass,True,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-13,3,3,0,0,pass,True,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-01,3,3,0,0,pass,True,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-02,3,0,1,2,fail,False,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-03,3,0,1,2,fail,False,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-04,3,0,0,3,abstain,True,True
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-05,3,0,0,3,abstain,True,True
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-06,3,3,0,0,pass,True,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-01,3,0,3,0,fail,False,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-02,3,0,0,3,abstain,True,True
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-03,3,0,0,3,abstain,True,True
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-04,3,0,1,2,fail,False,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-05,3,1,0,2,pass,True,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-06,3,0,0,3,abstain,True,False
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-07,3,0,0,3,abstain,True,True
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-08,3,0,0,3,abstain,True,True
00450048_000007434214,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-09,3,1,0,2,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-01,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-02,5,0,1,4,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-03,5,0,3,2,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-04,5,0,5,0,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-05,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-06,5,2,3,0,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-07,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-08,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-09,5,0,0,5,abstain,True,True
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-10,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-11,5,4,1,0,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-12,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-13,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-01,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-02,5,4,1,0,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-03,5,4,1,0,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-04,5,0,0,5,abstain,True,True
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-05,5,0,0,5,abstain,True,True
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-06,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-01,5,0,5,0,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-02,5,0,0,5,abstain,True,True
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-03,5,0,0,5,abstain,True,True
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-04,5,3,2,0,fail,False,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-05,5,5,0,0,pass,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-06,5,0,0,5,abstain,True,False
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-07,5,0,0,5,abstain,True,True
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-08,5,0,0,5,abstain,True,True
00450048_000008639228,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-09,5,5,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-01,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-02,18,0,1,17,fail,False,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-03,18,4,5,9,fail,False,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-04,18,0,18,0,fail,False,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-05,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-06,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-07,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-08,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-09,18,0,0,18,abstain,True,True
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-10,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-11,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-12,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-13,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-01,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-02,18,0,0,18,abstain,True,True
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-03,18,9,0,9,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-04,18,8,1,9,fail,False,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-05,18,9,0,9,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-06,18,18,0,0,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-01,18,1,17,0,fail,False,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-02,18,0,0,18,abstain,True,True
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-03,18,0,0,18,abstain,True,True
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-04,18,0,9,9,fail,False,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-05,18,9,0,9,pass,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-06,18,0,0,18,abstain,True,False
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-07,18,0,0,18,abstain,True,True
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-08,18,0,0,18,abstain,True,True
00450049_000002984729,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-09,18,0,9,9,fail,False,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-01,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-02,117,0,13,104,fail,False,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-03,117,0,117,0,fail,False,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-04,117,0,117,0,fail,False,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-05,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-06,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-07,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-08,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-09,117,0,0,117,abstain,True,True
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-10,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-11,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-12,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-13,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-01,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-02,117,0,117,0,fail,False,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-03,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-04,117,86,19,12,fail,False,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-05,117,105,0,12,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-06,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-01,117,0,117,0,fail,False,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-02,117,0,0,117,abstain,True,True
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-03,117,0,0,117,abstain,True,True
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-04,117,0,117,0,fail,False,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-05,117,117,0,0,pass,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-06,117,0,0,117,abstain,True,False
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-07,117,0,0,117,abstain,True,True
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-08,117,0,0,117,abstain,True,True
00450049_000002984782,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-09,117,0,117,0,fail,False,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-01,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-02,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-03,2,0,1,1,fail,False,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-04,2,0,2,0,fail,False,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-05,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-06,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-07,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-08,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-09,2,0,0,2,abstain,True,True
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-10,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-11,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-12,2,0,2,0,fail,False,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-13,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-01,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-02,2,0,0,2,abstain,True,True
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-03,2,1,0,1,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-04,2,0,0,2,abstain,True,True
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-05,2,0,0,2,abstain,True,True
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-06,2,2,0,0,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-01,2,0,2,0,fail,False,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-02,2,0,0,2,abstain,True,True
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-03,2,0,0,2,abstain,True,True
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-04,2,0,1,1,fail,False,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-05,2,1,0,1,pass,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-06,2,0,0,2,abstain,True,False
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-07,2,0,0,2,abstain,True,True
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-08,2,0,0,2,abstain,True,True
00450049_000007399796,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-09,2,0,0,2,abstain,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-01,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-02,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-03,1,0,1,0,fail,False,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-04,1,0,1,0,fail,False,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-05,1,0,1,0,fail,False,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-06,1,0,1,0,fail,False,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-07,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-08,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-09,1,0,0,1,abstain,True,True
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-10,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-11,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-12,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L1-13,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-01,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-02,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-03,1,0,1,0,fail,False,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-04,1,0,0,1,abstain,True,True
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-05,1,0,0,1,abstain,True,True
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L2-06,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-01,1,0,1,0,fail,False,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-02,1,0,0,1,abstain,True,True
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-03,1,0,0,1,abstain,True,True
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-04,1,0,1,0,fail,False,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-05,1,1,0,0,pass,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-06,1,0,0,1,abstain,True,False
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-07,1,0,0,1,abstain,True,True
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-08,1,0,0,1,abstain,True,True
00450049_000007399817,xls,業務統計,厚生労働省,業務統計×厚生労働省,L3-09,1,0,1,0,fail,False,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-01,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-02,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-03,1,0,1,0,fail,False,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-04,1,0,1,0,fail,False,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-05,1,0,1,0,fail,False,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-06,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-07,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-08,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-09,1,0,0,1,abstain,True,True
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-10,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-11,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-12,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L1-13,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-01,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-02,1,0,1,0,fail,False,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-03,1,0,1,0,fail,False,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-04,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-05,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L2-06,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-01,1,0,1,0,fail,False,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-02,1,0,0,1,abstain,True,True
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-03,1,0,0,1,abstain,True,True
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-04,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-05,1,1,0,0,pass,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-06,1,0,0,1,abstain,True,False
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-07,1,0,0,1,abstain,True,True
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-08,1,0,0,1,abstain,True,True
00450049_000010687333,xlsx,業務統計,厚生労働省,業務統計×厚生労働省,L3-09,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-01,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-02,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-03,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-04,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-05,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-06,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-07,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-08,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-09,1,0,0,1,abstain,True,True
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-10,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-11,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-12,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-13,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-01,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-02,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-03,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-04,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-05,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-06,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-01,1,0,1,0,fail,False,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-02,1,0,0,1,abstain,True,True
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-03,1,0,0,1,abstain,True,True
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-04,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-05,1,1,0,0,pass,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-06,1,0,0,1,abstain,True,False
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-07,1,0,0,1,abstain,True,True
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-08,1,0,0,1,abstain,True,True
00450071_000008383826,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-09,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-01,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-02,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-03,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-04,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-05,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-06,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-07,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-08,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-09,1,0,0,1,abstain,True,True
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-10,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-11,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-12,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L1-13,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-01,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-02,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-03,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-04,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-05,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L2-06,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-01,1,0,1,0,fail,False,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-02,1,0,0,1,abstain,True,True
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-03,1,0,0,1,abstain,True,True
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-04,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-05,1,1,0,0,pass,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-06,1,0,0,1,abstain,True,False
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-07,1,0,0,1,abstain,True,True
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-08,1,0,0,1,abstain,True,True
00450071_000008496072,xls,基幹統計,厚生労働省,基幹統計×厚生労働省,L3-09,1,1,0,0,pass,True,False
